carboxyl	[s]\ncarboxil
carboxylase	[s]\ncarboxilase
carboxylate	[s]\n[vt]\n\n1. carboxilato\n2. carboxilar
carboxymethylcellulose	[s]\ncarboximetilcelulose
carboxypeptidase	[s]\ncarboxipeptidase
carcinogen	[s]\ncarcinógeno
carcinogenesis	[s]\ncarcinogênese
carcinogenic	[adjective]\ncarcinogênico
carcinogenicity	[s]\ncarcinogenicidade
carcinoma	[s]\ncarcinoma
carcinomatosis	[s]\ncarcinomatose
carcinomatous	[adjective]\ncarcinomatoso
carcinosarcoma	[s]\ncarcinossarcoma
card	/kɑːd/\n\ncartão
cardboard	/kɑːdbɔːd/\n\n1. cartão\n2. papelão
cardiac	/kɑːdiæk/\n\n1. cordial\n2. do coração\n3. cardíaco
cardiogenic	cardiogênico
cardiogram	[s]\ncardiograma
cardiographic	[adjective]\ncardiográfico
cardiography	[s]\ncardiografia
cardiologist	[s]\ncardiologista
cardiology	[s]\ncardiologia
cardiomegaly	cardiomegalia
cardiomyopathy	[s]\ncardiomiopatia
cardiopathy	[s]\ncardiopatia
cardiopulmonary	[adjective]\ncardiopulmonar
cardiorespiratory	[adjective]\ncardiorrespiratório
cardiothoracic	[adjective]\ncardiotorácico
cardiotonic	[adjective]\ncardiotônico
cardiotoxicity	[s]\ncardiotoxicidade
cardiovascular	[adjective]\ncardiovascular
carditis	cardite
care	/kɛər/\n\n1. a. cuidar\n  b. preocupar-se\n  c. tutelar\n  d. zelar\n2. a. cuidado\n  b. preocupação\n  c. zelo
care for	/kɛərfər/\n\n1. curar\n2. medicar
career	/kəriər/\n\n1. carreira\n2. profissão
careful	/kɛəfəl/\n\n1. cauto\n2. a. cuidadoso\n  b. prudente
carefully	cuidadosamente
careless	/kɛələs/\n\ndistraído
carelessness	[s]\n\n1. falta de cuidado\n2. descuido
caress	/kəres/\n\n1. acariciar\n2. afagar\n3. mimosear
caricature	[s]\n[vt]\n\n1. caricatura\n2. a. caricaturar\n  b. fazer caricaturas
carnal	/kɑːnl/\n\ncarnal
carnation	/kɑːneiʃən/\n\ncravo
carnival	/kɑːnivəl/\n\ncarnaval
carnivore	[s]\ncarnívoro
carnivorous	[adjective]\ncarnívoro
carotene	[s]\ncaroteno
carotid	carótida
carousel	/kərausel/\n\ncarrossel
carp at	/kɑːpeit/\n\n1. aperrear\n2. atazanar\n3. chicanear\n4. falarchicanas\n5. fuxicar
carpal	[adjective]\ncarpal
carpenter	/kɑːpintər/\n\ncarpinteiro
carpenter's square	/kɑːpintəzskwɛər/\n\nesquadro
carpet	/kɑːpit/\n\ntapete
carriage	/kæridʒ/\n\n1. carreta\n2. a. carruagem\n  b. vagão\n3. carrinho
carrier	transportador
carrion	podridão
carrot	/kærət/\n\ncenoura
carrousel	/kærausel/\n\ncarrossel
carry	/kæriː/\n\n1. carregar\n2. levar
carry out	/kæriːaut/\n\n1. aguentar\n2. agüentar\n3. suportar\n4. tolerar
cart	/kɑːt/\n\n1. caminhão\n2. carro\n3. carroça
carte blanche	/kɑːteiblɑːnʃ/\n\n1. assinatura em branco\n2. carta branca
cartel	[s]\ncartel
cartelization	[s]\ncartelização
cartilage	cartilagem
cartilaginous	[adjective]\ncartilaginoso
cartographer	[s]\ncartógrafo
cartographic	[adjective]\ncartográfico
cartographical	[adjective]\ncartográfico
cartographically	[adverb]\n\n1. cartograficamente\n2. pela cartografia
cartography	[s]\ncartografia
cartridge	/kɑːtridʒ/\n\ncartucho
caruncle	[s]\ncarúncula
carve	/kɑːv/\n\n1. cinzelar\n2. entalhar\n3. lavrar
cascade	1. cascata\n2. cair em cascata
case	/keis/\n\n[s]\ncaso
casebook	[s]\nlivro de casos
caseous	[adjective]\ncaseoso
caseous necrosis	[s]\nnecrose caseosa
cash	/kæʃ/\n\ndinheiro
cashbook	[s]\nlivro-caixa
cashier	/kæʃiər/\n\n1. caixa\n2. tesoureiro
cashier's stand	/kæʃiəzstænd/\n\n1. caixa\n2. cofre
casino	/kəsiːnou/\n\n1. casino\n2. cassino
casserole	/kæsəroul/\n\ncaçarola
cassette	/kəset/\n\ncassete
cast	/kɑːst/\n\n1. a. forma\n  b. molde\n2. elenco\n3. moldar\n4. a. lançar\n  b. atirar\n5. mudar de pele
cast a shadow	/kɑːstəʃædou/\n\nsombrear
castigate	[vt]\ncastigar
castigation	[s]\ncastigo
castigator	[s]\ncastigador
castle	/kɑːsl/\n\n1. a. fazerroque\n  b. rocar\n2. castelo\n3. a. roque\n  b. torre
castrate	/kæstreit/\n\ncastrar
castration	[s]\ncastração
castrator	[s]\ncastrador
casual	[adjective]\ncasual
casually	[adverb]\n\n1. casualmente\n2. de forma casual
casualty	[s]\ncasualidade
cat	/kæt/\n\ngato
catabolic	[adjective]\ncatabólico
catabolically	[adverb]\n\n1. catabolicamente\n2. de forma catabólica
catabolism	[s]\ncatabolismo
catabolite	[s]\ncatabólito
catabolize	[vt]\ncatabolizar
catalase	catalase
catalepsy	[s]\ncatalepsia
catalog	/kætəlɔg/\n\n[s]\n[vt]\n\n1. catálogo\n2. catalogar
cataloger	[s]\ncatalogador
cataloguer	[s]\ncatalogador
catamenia	[s]\n\n1. catamênio\n2. mênstruo\n3. menstruação
catamenial	[adjective]\n\n1. catamenial\n2. menstrual
catapult	[s]\ncatapulta
cataract	[s]\ncatarata
catastrophe	/kətæstrəfiː/\n\n[s]\ncatástrofe
catastrophic	/kətæstrɔfik/\n\n[adjective]\ncatastrófico
catch	/kætʃ/\n\n1. começar a queimar\n2. a. apanhar\n  b. aprisionar\n  c. capturar\n3. a. acertar\n  b. atingir\n  c. dar no alvo
catcher	[s]\n\n1. a. apanhador\n  b. agarrador\n2. armadilha
catechism	[s]\ncatequismo
catechize	[vt]\ncatequizar
catecholamine	[s]\ncatecolamina
categorical	[adjective]\ncategórico
categorically	[adverb]\ncategoricamente
categorized	[adjective]\ncategorizado
category	/kætigəriː/\n\n[s]\ncategoria
caterpillar	/kætəpilər/\n\n[s]\nlagarta
cathedral	/kəθiːdrəl/\n\n[s]\ncatedral
catheter	[s]\ncateter
catheterization	[s]\ncateterismo
catholic	/kæθlik/\n\n[adjective]\ncatólico
Catholisism	/kæθoulisizəm/\n\n[s]\ncatolicismo
cation	[s]\ncátion
cattle	[s]\ngado
cauldron	/kɔːldrən/\n\n[s]\ncaldeirão
cauliflower	/kɔliflauər/\n\ncouve-flor
causality	[s]\ncausalidade
cause	/kɔːz/\n\n[s]\n[vt]\n\n1. causa\n2. a. causar\n  b. produzir\n  c. ser causa de\n  d. ocasionar\n  e. provocar
cause to take place	/kɔːztouteikpleis/\n\n1. causar\n2. ocasionar\n3. provocar
causeless	[adjective]\nsem causa
causer	[s]\ncausador
caustic	[adjective]\ncáustico
cauterization	[s]\ncauterização
cauterize	[vt]\ncauterizar
cautery	[s]\ncautério
caution	/kɔːʃən/\n\n1. advertir\n2. avisar\n3. lembrar\n4. prevenir
cautious	/kɔːʃəs/\n\n1. cauto\n2. prudente
cautiously	[adverb]\n\n1. com cautela\n2. com cuidado\n3. de forma cautelosa
cavalier	/kəvæliər/\n\ncavaleiro
cavalierism	[s]\ncavalherismo
cavalry	/kævəlriː/\n\ncavalaria
cavalryman	[s]\ncavaleiro
cave	/keiv/\n\n1. a. caverna\n  b. furna\n  c. gruta\n2. a. cava\n  b. cavidade
caveman	1. troglodita\n2. homem das cavernas
cavern	/kævən/\n\n1. caverna\n2. furna
cavernous	[adjective]\ncavernoso
cavitary	cavitário
cavitation	cavitação
cavity	/kævitiː/\n\n1. cava\n2. cavidade
caw	/kɔː/\n\n1. crocitar\n2. grasnar
CD-ROM	CD-ROM
cease	/siːs/\n\n1. cessar\n2. pararde
ceaseless	[adjective]\n\n1. incessante\n2. contínuo\n3. sem paradas
ceaselessly	/siːsləsliː/\n\n1. continuamente\n2. semcessar
cedar	/siːdər/\n\ncedro
cede	/siːd/\n\n1. abdicar\n2. alhear\n3. ceder\n4. submeter-se\n5. transigir
ceftriaxone	[s]\nceftriaxona
ceiling	/siːliŋ/\n\n1. tecto\n2. teto
Celebes	/silebz/\n\nCélebes
celebrate	/selibreit/\n\n1. a. celebrar\n  b. comemorar\n  c. festejar\n2. solenizar
celebration	/selibreiʃən/\n\n[s]\n\n1. celebração\n2. comemoração\n3. festa
celebrator	[s]\ncelebrador
celebrity	[s]\ncelebridade
celerity	[s]\nceleridade
celery	/seləriː/\n\n[s]\n\n1. a. ápio\n  b. aipo silvestre\n2. a. aipo\n  b. aipo hortense\n  c. celeri
celestial	/silestiəl/\n\n[adjective]\n\n1. celeste\n2. celestial
celestially	[adverb]\n\n1. celestialmente\n2. de forma celestial
celiac	[adjective]\ncelíaco
celibacy	[s]\ncelibato
cell	/sel/\n\n[s]\n\n1. célula\n2. a. cela\n  b. calabouço\n  c. cárcere\n  d. enxovia\n3. cabina
cellar	/selər/\n\n[s]\n\n1. adega\n2. despensa
cello	/tʃelou/\n\nvioloncelo
cellphone	[s]\ntelefone celular
cellular	celular
cellular phone	/seljulərfoun/\n\n[s]\ntelefone celular
cellularity	[s]\ncelularidade
cellulite	/seljulit/\n\n[s]\ncelulite
cellulitis	[s]\ncelulite
celt	celta
celtic	celta
cement	/semənt/\n\n[s]\ncimento
cementation	[s]\ncimentação
cementum	[s]\ncimento
cemetery	/semətriː/\n\n[s]\ncemitério
censor	/sensər/\n\n[s]\n[vt]\n\n1. censurador\n2. censurar
censorious	/sensɔːriəs/\n\n1. chicaneiro\n2. trapaceiro
censorship	[s]\ncensura
censurable	/senʃərəbl/\n\n[adjective]\n\n1. censurável\n2. reprovável
censure	/senʃər/\n\n[s]\n[vt]\n\n1. a. censura\n  b. reprovação\n2. a. apreciar\n  b. criticar
cent	/sent/\n\n1. ceitil\n2. centavo
centaur	/sentɔːr/\n\ncentauro
centavo	/sinteivou/\n\ncentavo
centenary	[s]\ncentenário
centennial	/senteniəl/\n\nséculo
center	centro
centerline	[s]\nlinha central
centesimal	[adjective]\ncentesimal
centigrade	[adjective]\ncentígrado
centigram	[s]\ncentigrama
centiliter	[s]\ncentilitro
centimeter	[s]\ncentímetro
centimetre	/sentimiːtər/\n\ncentímetro
central	/sentrəl/\n\ncentral
Central America	/sentrələmerikə/\n\nAmérica Central
Central Asia	/sentrələʃiə/\n\nÁsia Central
centralism	[s]\ncentralismo
centrality	[s]\ncentralidade
centralization	[s]\ncentralização
centralize	[vt]\ncentralizar
centrally	centralmente
centre	/sentər/\n\n1. centro\n2. meio\n3. sede
centrifugal	[adjective]\ncentrífugo
centrifugally	[adverb]\n\n1. centrifugamente\n2. de forma centrífuga
centrifugation	centrifugação
centrifuge	[vt]\ncentrifugar
centriole	[s]\ncentríolo
centripetal	[adjective]\ncentrípeto
centripetally	[adverb]\nde forma centrípeta
centurion	[s]\ncenturião
century	/sentʃəriː/\n\nséculo
CEO	[s]\ndiretor executivo
cephalexin	[s]\ncefalexina
cephalic	[adjective]\ncefálico
cephalically	[adverb]\n\n1. cefalicamente\n2. de forma cefálica
cephalometric	[adjective]\ncefalométrico
cephalometry	[s]\ncefalometria
cephalosporin	[s]\ncefalosporina
cephalothin	[s]\ncefalotina
cephalothorax	[s]\ncefalotórax
ceramic	[adjective]\ncerâmico
cerastes	/səræsts/\n\n1. cerasta\n2. ceraste\n3. víboracornuda
cerebellar	[adjective]\ncerebelar
cerebellum	[s]\ncerebelo
cerebral	[adjective]\ncerebral
cerebrospinal	[adjective]\ncérebro-espinhal
cerebrum	[s]\ncérebro
ceremonial	[s]\ncerimonial
ceremonious	/serimouniəs/\n\nsolene
ceremony	/seriməniː/\n\ncerimônia
Ceres	/səriz/\n\nCeres
cerium	/sərim/\n\ncério
certain	/sətein/\n\n1. certo\n2. indubitável\n3. seguro
certainly	/səteinliː/\n\n1. a. certamente\n  b. na verdade\n2. a. com efeito\n  b. de fato\n  c. sem dúvida
certainty	/səːtntiː/\n\ncerteza
certifiable	[adjective]\ncertificável
certificate	/sətifikeit/\n\n1. a. acto\n  b. auto\n  c. escritura\n  d. instrumento\n2. a. atestado\n  b. certificado\n  c. depoimento\n  d. testemunho
certificated	/sətifikeitid/\n\ndiplomado
certification	[s]\ncertificação
certifier	[s]\ncertificador
certify	[vt]\ncertificar
cervical	[adjective]\ncervical
cesium	[s]\ncésio
cessation	[s]\ncessação
cession	[s]\ncessão
Ceylon	/silɔn/\n\nCeilão
chain	/tʃein/\n\n1. cadeia\n2. corrente
chain reaction	[s]\nreação em cadeia
chair	/tʃɛər/\n\n1. assento\n2. cadeira
chairman	/tʃɛəmən/\n\npresidente
chalice	/tʃælis/\n\n1. cálice\n2. taça
chalk	/tʃɔːk/\n\n1. greda\n2. griz
challenge	/tʃæləndʒ/\n\n1. a. arrostar\n  b. desafiar\n  c. provocar\n2. a. desafio\n  b. provocação
challenger	[s]\ndesafiante
chamber	/tʃeimbər/\n\n1. aposento\n2. câmara\n3. quarto\n4. sala
chamber pot	/tʃeimbərpɔt/\n\n1. baciadecama\n2. penico
chameleon	[s]\ncamaleão
chamois	/ʃæmwɑː/\n\ncamurça
chamois leather	/ʃæmwɑːleðər/\n\ncamurça
champagne	/tʃæmpein/\n\nchampanha
champaign	[s]\ncampanha
champion	/tʃæmpiən/\n\ncampeão
championship	[s]\ncampeonato
chance	/tʃɑːns/\n\n1. a. acidental\n  b. fortuito\n2. a. acaso\n  b. azar\n  c. casualidade\n3. a. acontecimento\n  b. ocorrência\n4. a. chance\n  b. ensejo
chancellery	[s]\nchancelaria
chancellor	[s]\nchanceler
chancellorship	[s]\nchancelaria
chancre	[s]\ncancro
chandelier	/ʃændliər/\n\nlustre
change	/tʃeindʒ/\n\n1. a. mudança\n  b. alteração\n  c. modificação\n2. a. alterar\n  b. modificar\n  c. mudar
changeability	[s]\nmutabilidade
changeable	1. mutável\n2. variável\n3. instável
changed	1. alterado\n2. mudado
changeful	[adjective]\n\n1. mutável\n2. inconstante\n3. incerto
changefulness	[adjective]\n\n1. mutabilidade\n2. inconstância
changeless	[adjective]\nimutável
channel	/tʃænl/\n\n[s]\n\n1. canal\n2. Canal da Mancha
channelization	[s]\ncanalização
channelize	[vt]\ncanalizar
chanson	/tʃɑːnsən/\n\n1. canção\n2. modinha
chaos	/keiɔs/\n\ncaos
chaotic	/keiɔtik/\n\ncaótico
chaotically	[adverb]\n\n1. caoticamente\n2. de forma caótica
chapeau	[s]\nchapéu
chapel	/tʃæpl/\n\n1. capela\n2. ermida
chaplain	[s]\ncapelão
chaplet	terço
chapter	/tʃæptər/\n\ncapítulo
character	/kærəktər/\n\n1. a. carácter\n  b. índole\n  c. temperamento\n2. natureza\n3. actor\n4. a. marca\n  b. ponto\n  c. sinal
characteristic	/kærəktəristik/\n\n[s]\n[adjective]\n\n1. a. característica\n  b. qualidade\n2. característico
characteristically	[adverb]\ncaracteristicamente
characterization	[s]\ncaracterização
characterize	/kærəktəraiz/\n\n[vt]\ncaracterizar
charade	[s]\ncharada
charge	/tʃɑːdʒ/\n\n[s]\n[vt]\n\n1. a. carga\n  b. carregamento\n2. acusação\n3. gastos\n4. carregar
chariot	/tʃæriət/\n\n[s]\n\n1. caminhão\n2. carro\n3. carroça
charitable	/tʃæritəbl/\n\n[adjective]\ncaridoso
charity	/tʃæritiː/\n\n[s]\ncaridade
charlatan	/ʃɑːlətən/\n\n[s]\n\n1. capadócio\n2. charlatão\n3. curandeiro\n4. impostor
charlatanism	[s]\ncharlatanismo
charm	/tʃɑːm/\n\n[s]\n\n1. a. amuleto\n  b. figa\n  c. talismã\n  d. patuá\n2. a. atrair\n  b. deliciar\n  c. encantar\n  d. fascinar\n3. a. atrativo\n  b. delícia\n  c. encanto\n  d. fascinação\n  e. graça
charming	/tʃɑːmiŋ/\n\n1. atraente\n2. cativante\n3. delicioso\n4. encantador\n5. fascinante
charmingly	[adverb]\n\n1. charmosamente\n2. com charme\n3. de forma charmosa
charmless	[adjective]\nsem charme
charter	/tʃɑːtər/\n\ncarta
chase	/tʃeis/\n\n[s]\n[vt]\n\n1. a. caça\n  b. caçada\n2. caçar\n3. a. perseguir\n  b. ir à caça
chase away	/tʃeisɔːwei/\n\n1. afugentar\n2. rechaçar
chasm	/kæzəm/\n\n1. abismo\n2. boqueirão\n3. fundão\n4. pélago\n5. precipício\n6. sorvedouro
chaste	/tʃeist/\n\n1. casto\n2. continente\n3. pudico\n4. puro
chaste behaviour	/tʃeistbiheiviər/\n\npudor
chastity	/tʃæstitiː/\n\n1. castidade\n2. pudicícia\n3. pureza
chat	/tʃæt/\n\n1. a. conversa\n  b. bate-papo\n  c. parolagem\n  d. parolice\n  e. tagarelice\n2. a. conversar\n  b. bater papo\n  c. grulhar\n  d. palrar\n  e. parolar\n  f. tagarelar
chateau	[s]\ncastelo
chatter	/tʃætər/\n\n1. grulhar\n2. palrar\n3. parolar\n4. tagarelar
chatterbox	/tʃætəbɔks/\n\n1. paroleiro\n2. palrador\n3. tagarela
chauffeur	/ʃoufər/\n\nchofer
chauvinism	/ʃouvinizəm/\n\nchauvinismo
chauvinist	/ʃouvinist/\n\nchauvinista
cheap	/tʃiːp/\n\nbarato
cheapen	[vt]\n\n1. a. baratear\n  b. barganhar\n  c. pechinchar\n2. desvalorizar
cheaper	mais barato
cheaply	[adverb]\n\n1. barato\n2. de forma barata
cheat	/tʃiːt/\n\n1. agircomopatife\n2. a. bilontra\n  b. gaio\n  c. maroto\n  d. patife\n3. a. enganar\n  b. iludir\n  c. lograr\n  d. burlar\n  e. trapacear\n4. a. charlatanear\n  b. fazer charlatanismo
cheater	[s]\ntrapaceiro
check	/tʃek/\n\n1. a. entravar\n  b. frear\n  c. moderar\n  d. pôr freio em\n  e. serenar\n2. a. entrave\n  b. freio\n3. a. conferir\n  b. fiscalizar\n  c. inspecionar\n  d. supervisionar\n4. cheque\n5. jogar xadrez
check up on	/tʃekʌpwʌn/\n\n1. conferir\n2. fiscalizar\n3. inspecionar\n4. supervisionar
checker	/tʃekər/\n\nrevisor
checkers	/tʃekəz/\n\njogo de damas
checklist	[s]\nlista de verificação
checkmate	[s]\nxeque-mate
checkpoint	[s]\n\n1. ponto de checagem\n2. ponto de controle
cheddar	[s]\nqueijo cheddar
cheek	/tʃiːk/\n\n1. bochecha\n2. face
cheerful	/tʃiəfəl/\n\n1. alegre\n2. festivo\n3. jovial
cheerlead	[vt]\n\n1. ser o líder da torcida\n2. liderar a torcida
cheerleader	[s]\nlíder de torcida
cheers	/tʃiəz/\n\nà sua saúde
cheese	/tʃiːz/\n\nqueijo
cheesecake	[s]\nbolo de queijo
chef	/ʃef/\n\nchefe
chelation	[s]\nquelação
chemic	[adjective]\nquímico
chemical	[adjective]\nquímico
chemically	[adverb]\nquimicamente
chemist	/kemist/\n\n1. a. boticário\n  b. farmacêutico\n2. químico
chemist's shop	/kemistzʃɔp/\n\n1. botica\n2. farmácia
chemistry	/kemistriː/\n\nquímica
chemoprophylactic	[adjective]\nquimioprofilático
chemoprophylaxis	[s]\nquimioprofilaxia
chemoreceptor	[s]\nquimiorreceptor
chemosynthesis	[s]\nquimiossíntese
chemosynthetic	[adjective]\nquimiossintético
chemotactic	[adjective]\nquimiotático
chemotaxis	quimiotaxia
chemotherapeutic	quimioterapêutico
chemotherapy	quimioterapia
chemotropism	[s]\nquimiotropismo
cheque	/tʃek/\n\ncheque
cherish	[vt]\n\n1. apreciar\n2. a. cuidar\n  b. acalentar
cherry	/tʃeriː/\n\ncereja
cherry-tree	cerejeira
cherubim	[s]\nquerubim
chess	/tʃes/\n\nxadrez
chess-board	tabuleiro de xadrez
chessboard	/tʃesbɔːd/\n\ntabuleiro de xadrez
chest	/tʃest/\n\n1. a. colo\n  b. peito\n  c. seio\n  d. tórax\n2. a. arca\n  b. baú\n  c. caixa\n  d. mala\n3. cômoda
chestnut	/tʃesnʌt/\n\ncastanha
chestnut-tree	castanheiro
Cheviot Hills	MontesCheviot
chew	/tʃuː/\n\n[s]\n[vt]\n\n1. mastigação\n2. a. mascar\n  b. mastigar
chewable	[adjective]\nmastigável
chewing-gum	[s]\ngoma de mascar
chiasm	[s]\nquiasma
chiasma	[s]\nquiasma
chic	/ʃiːk/\n\n[adjective]\nchique
Chicagan	/tʃikəgən/\n\ncidadão de Chicago
Chicagoan	/ʃikɑːgouən/\n\ncidadão de Chicago
chicken	/tʃikən/\n\n1. frango\n2. galinha
chickenpox	[s]\nvaricela
chicory	/tʃikəriː/\n\nchicória
chief	/tʃif/\n\n1. a. chefe\n  b. diretor\n2. superior\n3. a. básico\n  b. capital\n  c. principal
chief of police	/tʃifɔfpəliːs/\n\nchefe de polícia
chiefly	/tʃaiflai/\n\n1. em especial\n2. principalmente\n3. sobretudo
child	/tʃaild/\n\ncriança
childbirth	[s]\nparto
childhood	infância
childish	/tʃaildiʃ/\n\n1. infantil\n2. pueril
childless	[adjective]\nsem filhos
childlike	[adjective]\n\n1. infantil\n2. pueril\n3. ingênuo
Chile	/kiəl/\n\nChile
Chilean	/tʃiliən/\n\nchileno
chill	1. a. frio\n  b. arrepio\n  c. calafrio\n2. a. gélido\n  b. indiferente\n3. a. esfriar-se\n  b. resfriar-se\n  c. sentir frio
chilly	/tʃiliː/\n\nfrio
chimaera	[s]\nquimera
chimera	/kaimiərə/\n\nquimera
chimerical	/kaimerikl/\n\nquimérico
chimney	/tʃimniː/\n\n1. chaminé\n2. cano da chaminé
chimpanzee	/tʃimpænziː/\n\n1. chimpanzé\n2. jocó\n3. pongo
chin	/tʃin/\n\n[s]\n\n1. mento\n2. queixo
China	/tʃainə/\n\n[s]\nChina
Chinaman	/tʃainəmən/\n\n[s]\nchinês
chinese	/tʃainiːz/\n\n[adjective]\nchinês
chirographic	[adjective]\nquirográfico
chirographical	[adjective]\nquirográfico
chirography	[s]\nquirografia
chiromancy	[s]\nquiromancia
chirp	/tʃəːp/\n\n1. gorjear\n2. piar\n3. pipilar
chisel	/tʃəzel/\n\n1. a. cinzelar\n  b. entalhar\n  c. lavrar\n2. a. cinzel\n  b. entalhador
chitchat	fofoca
chive	/tʃaiv/\n\ncebolinho
chloramphenicol	[s]\ncloranfenicol
chlorate	[s]\nclorato
chlordiazepoxide	[s]\nclordiazepóxido
chloride	[s]\ncloreto
chlorite	[s]\nclorito
chlorobenzene	[s]\nclorobenzeno
chlorofluorocarbon	[s]\nclorofluorcarbono
chlorofluoromethane	[s]\nclorofluormetano
chloroform	[s]\nclorofórmio
chloroplast	[s]\ncloroplasto
chloroquine	[s]\ncloroquina
chlorpromazine	[s]\nclorpromazina
chlorpropamide	[s]\nclorpropamida
chocolate	/tʃoukəleit/\n\nchocolate
choice	/tʃɔis/\n\n1. designação\n2. eleição\n3. escolha
choke	/tʃouk/\n\n1. estrangular\n2. a. abafar\n  b. sufocar
cholecystectomy	[s]\ncolecistectomia
cholecystitis	[s]\ncolecistite
choledocholithiasis	[s]\ncoledocolitíase
cholelithiasis	[s]\ncolelitíase
cholera	/kɔlərə/\n\ncólera
choleric	[adjective]\ncolérico
cholestasis	[s]\ncolestase
cholestatic	[adjective]\ncolestático
cholesterol	colesterol
choline	[s]\ncolina
cholinergic	[adjective]\ncolinérgico
cholinergically	[adverb]\ncolinergicamente
choose	/tʃuːz/\n\n1. designar\n2. eleger\n3. escolher\n4. nomear\n5. optar
choosy	exigente
chop	/tʃɔp/\n\n1. cortar em pedaços pequenos\n2. a. cortar com machado\n  b. picar\n  c. rachar
choppy	agitado
chord	/tʃɔːd/\n\nacorde
choreograph	[vt]\ncoreografar
choreographer	[s]\ncoreógrafo
choreographic	[adjective]\ncoreográfico
choreographically	[adverb]\n\n1. coreograficamente\n2. de forma coreográfica
choreography	[s]\ncoreografia
chorion	[s]\ncórion
chorionic	[adjective]\ncoriônico
chorus	/kɔːrəs/\n\n1. coral\n2. coro
chrestomathy	/krəstɔməθiː/\n\n1. coletânea\n2. crestomatia
Christ	/kraist/\n\nCristo
christen	/krisn/\n\nbatizar
christening	/krisniŋ/\n\nbatismo
Christian	/kristʃən/\n\ncristão
Christian name	/kristʃənneim/\n\n1. nomedebaptismo\n2. nomedebatisto
Christianity	/kristiænitiː/\n\ncristianismo
Christmas	/krisməs/\n\nNatal
chromatic	[adjective]\ncromático
chromatin	[s]\ncromatina
chromatogram	[s]\ncromatograma
chromatographic	[adjective]\ncromatográfico
chromatographically	[adverb]\n\n1. cromatograficamente\n2. de forma cromatográfica
chromatography	[s]\ncromatografia
chrome	[s]\n[adjective]\n[vt]\n\n1. cromado\n2. cromar
chromium	[s]\ncromo
chromosomal	cromossomal
chromosome	cromossomo
chromosphere	[s]\ncromosfera
chronic	crônico
chronically	[adverb]\ncronicamente
chronicle	/krɔnikl/\n\ncrónica
chronicler	/krɔniklər/\n\ncronista
chronobiologic	[adjective]\ncronobiológico
chronobiology	[s]\ncronobiologia
chronological	[adjective]\ncronológico
chronologically	[adverb]\ncronologicamente
chronology	[s]\ncronologia
chronometer	[s]\ncronômetro
chronometric	[adjective]\ncronométrico
chronometrical	[adjective]\ncronométrico
chronometrically	[adverb]\n\n1. cronometricamente\n2. de forma cronométrica
chronometry	[s]\ncronometria
chrysanthemum	[s]\ncrisântemo
chuck	/tʃʌk/\n\n1. acariciar\n2. afagar\n3. mimosear
chunk	/tʃʌŋk/\n\n1. bola\n2. torrão
chunk of wood	/tʃʌŋkɔfwud/\n\n1. cepo\n2. talho
church	/tʃəːtʃ/\n\n1. igreja\n2. templo\n3. casa de oração
church-building	1. igreja\n2. templo\n3. casa de oração
churn	/tʃəːn/\n\nbater a nata
chyle	[s]\nquilo
chylothorax	[s]\nquilotórax
cicatrice	[s]\ncicatriz
cicatricial	[adjective]\ncicatricial
cicatrix	[s]\ncicatriz
cicatrization	[s]\ncicatrização
cicatrize	[vt]\ncicatrizar
Cicero	/tʃisɛərou/\n\nCícero
cider	/saidər/\n\ncidra
cigar	/sigɑːr/\n\ncharuto
cigarette	/sigəret/\n\ncigarro
cigarillo	/sigəriljou/\n\ncharutofino
ciliary	[adjective]\nciliar
cinder	/sindər/\n\ncinza
Cinderella	/sindərelə/\n\nGataBorralheira
cinema	/sinəmə/\n\ncinema
cinnamon	/sinəmən/\n\ncanela
CIO	[s]\ndiretor de tecnologia da informação
cipher	/saifər/\n\n1. algarismo\n2. cifra\n3. número
circadian	[adjective]\ncircadiano
Circassia	/səːkæʃə/\n\nCircássia
Circe	/sis/\n\nCirce
circle	/səːkl/\n\n1. círculo\n2. a. circunferência\n  b. roda
circuit	/səːkit/\n\ncircuito
circular	/səːkjulər/\n\ncircular
circulate	/səːkjuleit/\n\ncircular
circulation	/səːkjuleiʃən/\n\ncirculação
circulatory	[adjective]\ncirculatório
circumcenter	[s]\ncircuncentro
circumcise	/səːkəmsaiz/\n\ncircuncidar
circumcision	[s]\ncircuncisão
circumference	/səːkʌmfərəns/\n\n1. círculo\n2. perímetro
circumferential	[adjective]\ncircunferencial
circumflex	/səːkəmfleks/\n\nacentocircunflexo
circumlocution	[s]\ncircunlóquio
circumstance	/səːkəmstəns/\n\ncircunstância
circumstances	/səːkəmstənsiz/\n\n1. circunstância\n2. condição\n3. posição\n4. situação
circumstantial	[adjective]\ncircunstancial
circumstantially	[adverb]\n\n1. circunstancialmente\n2. de forma circunstancial
circumvent	/səːkəmvent/\n\n1. circular\n2. rodear
circumvolution	[s]\ncircunvolução
circus	/səːkəs/\n\ncirco
cirrhosis	cirrose
cirrhotic	[adjective]\ncirrótico
cisplatin	[s]\ncisplatina
cistern	/sistən/\n\n1. cisterna\n2. tanque
citadel	/sitədəl/\n\ncidadela
citation	/saiteiʃən/\n\ncitação
cite	/sait/\n\n1. citar\n2. mencionar
citizen	/sitizən/\n\ncidadão
citrate	[s]\ncitrato
city	/sitiː/\n\n1. metrópole\n2. a. cidade\n  b. município
